File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF836LCO	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BRX	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CEBPB-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF236TDZ/, /files/ENCFF691UEA/, /files/ENCFF895IVX/, /files/ENCFF305BPN/, /files/ENCFF339NUH/	1272936763	ENCODE Processing Pipeline	9fec7fd617ded443d2a189a0bfef0769		https://www.encodeproject.org/files/ENCFF836LCO/@@download/ENCFF836LCO.bigWig				released	s3://encode-public/2020/12/26/97ffcb41-1395-47a5-b177-7c7abc407e69/ENCFF836LCO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/97ffcb41-1395-47a5-b177-7c7abc407e69/ENCFF836LCO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length, borderline replicate concordance, low read depth		
ENCFF942VJF	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BRX	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CEBPB-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF955YFB/	271330	ENCODE Processing Pipeline	e58c3a56ef5d7483e7c238139a9acbdb		https://www.encodeproject.org/files/ENCFF942VJF/@@download/ENCFF942VJF.bigBed				released	s3://encode-public/2020/12/26/81b23d4e-ab79-4f25-8c42-32e603b490aa/ENCFF942VJF.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/81b23d4e-ab79-4f25-8c42-32e603b490aa/ENCFF942VJF.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length, borderline replicate concordance, low read depth		
ENCFF955YFB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BRX	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CEBPB-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF236TDZ/, /files/ENCFF691UEA/, /files/ENCFF895IVX/, /files/ENCFF305BPN/, /files/ENCFF356LFX/, /files/ENCFF339NUH/	99326	ENCODE Processing Pipeline	7aab41539150fcc58cdea63ba9336abe		https://www.encodeproject.org/files/ENCFF955YFB/@@download/ENCFF955YFB.bed.gz				released	s3://encode-public/2020/12/26/5b279daa-60ac-4dec-a047-958a2a702ebc/ENCFF955YFB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/5b279daa-60ac-4dec-a047-958a2a702ebc/ENCFF955YFB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length, borderline replicate concordance, low read depth		
ENCFF107UMF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIF	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										POLR2AphosphoS5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF519KIS/, /files/ENCFF356LFX/, /files/ENCFF075XYL/, /files/ENCFF882OBA/, /files/ENCFF521NGV/, /files/ENCFF557MXS/	648279	ENCODE Processing Pipeline	566c729848b6eac01970cbb117259986		https://www.encodeproject.org/files/ENCFF107UMF/@@download/ENCFF107UMF.bed.gz				released	s3://encode-public/2020/12/26/50cad768-4f6f-4393-a096-99be64880fe9/ENCFF107UMF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/50cad768-4f6f-4393-a096-99be64880fe9/ENCFF107UMF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length, mild to moderate bottlenecking		
ENCFF646YFR	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BIF	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										POLR2AphosphoS5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF519KIS/, /files/ENCFF075XYL/, /files/ENCFF882OBA/, /files/ENCFF521NGV/, /files/ENCFF557MXS/	1033965025	ENCODE Processing Pipeline	46483d9aa217702e7012d24d5c610489		https://www.encodeproject.org/files/ENCFF646YFR/@@download/ENCFF646YFR.bigWig				released	s3://encode-public/2020/12/26/52af1758-ff7e-40ba-aa54-fb5091043156/ENCFF646YFR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/52af1758-ff7e-40ba-aa54-fb5091043156/ENCFF646YFR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length, mild to moderate bottlenecking		
ENCFF412KAE	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIF	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										POLR2AphosphoS5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF107UMF/	1420530	ENCODE Processing Pipeline	04454642dfb92185145ef7d5f5cb2fb0		https://www.encodeproject.org/files/ENCFF412KAE/@@download/ENCFF412KAE.bigBed				released	s3://encode-public/2020/12/26/07312a8e-0515-4194-b217-72868535f194/ENCFF412KAE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/07312a8e-0515-4194-b217-72868535f194/ENCFF412KAE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length, mild to moderate bottlenecking		
ENCFF833GJC	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DYR	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CUX1-human	DNA						2012-08-20	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF278NPZ/, /files/ENCFF902QSY/, /files/ENCFF863XTX/, /files/ENCFF040UPE/	426927034	ENCODE Processing Pipeline	428317d6f5a0635aa158893c3625a02d		https://www.encodeproject.org/files/ENCFF833GJC/@@download/ENCFF833GJC.bigWig				released	s3://encode-public/2020/12/26/750b76ab-a331-463f-8f46-c7ce19c4e6a6/ENCFF833GJC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/750b76ab-a331-463f-8f46-c7ce19c4e6a6/ENCFF833GJC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment, low read depth	insufficient replicate concordance	
ENCFF451AII	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DYR	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CUX1-human	DNA						2012-08-20	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF278NPZ/, /files/ENCFF863XTX/, /files/ENCFF902QSY/, /files/ENCFF040UPE/, /files/ENCFF356LFX/	137557	ENCODE Processing Pipeline	ac06c81de51c9e1cbc26954bba14e245		https://www.encodeproject.org/files/ENCFF451AII/@@download/ENCFF451AII.bed.gz				released	s3://encode-public/2020/12/26/b942ab8e-45ba-4ac2-8921-edea1da597b5/ENCFF451AII.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/b942ab8e-45ba-4ac2-8921-edea1da597b5/ENCFF451AII.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment, low read depth	insufficient replicate concordance	
ENCFF064TOM	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DYR	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CUX1-human	DNA						2012-08-20	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF451AII/	347290	ENCODE Processing Pipeline	a7c9e1c262f9b08c6b3ba186b2623b6c		https://www.encodeproject.org/files/ENCFF064TOM/@@download/ENCFF064TOM.bigBed				released	s3://encode-public/2020/12/26/8bc0e28d-00ff-4174-be63-6e89192c66f7/ENCFF064TOM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/8bc0e28d-00ff-4174-be63-6e89192c66f7/ENCFF064TOM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment, low read depth	insufficient replicate concordance	
ENCFF716MIY	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BGT	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										BATF-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF859PRS/, /files/ENCFF755RCM/, /files/ENCFF882OBA/, /files/ENCFF075XYL/, /files/ENCFF519KIS/	1054156606	ENCODE Processing Pipeline	78ccee418cca341d45761b51c390c04c		https://www.encodeproject.org/files/ENCFF716MIY/@@download/ENCFF716MIY.bigWig				released	s3://encode-public/2020/12/28/d0056151-3102-4ed2-89b5-8c6a268bb290/ENCFF716MIY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/d0056151-3102-4ed2-89b5-8c6a268bb290/ENCFF716MIY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF728KFD	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BGT	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										BATF-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF859PRS/, /files/ENCFF755RCM/, /files/ENCFF356LFX/, /files/ENCFF882OBA/, /files/ENCFF075XYL/, /files/ENCFF519KIS/	583115	ENCODE Processing Pipeline	7f22a3244fa244a435a39df67ec6a4f0		https://www.encodeproject.org/files/ENCFF728KFD/@@download/ENCFF728KFD.bed.gz				released	s3://encode-public/2020/12/28/67b52cf7-2366-43ec-b319-9eb58f7bea62/ENCFF728KFD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/67b52cf7-2366-43ec-b319-9eb58f7bea62/ENCFF728KFD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF954REE	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BGT	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										BATF-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF728KFD/	1057995	ENCODE Processing Pipeline	bd764b8117dddc77341802653c6d6b9a		https://www.encodeproject.org/files/ENCFF954REE/@@download/ENCFF954REE.bigBed				released	s3://encode-public/2020/12/28/c91962a1-57b9-4594-a987-4787583cd0e0/ENCFF954REE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/28/c91962a1-57b9-4594-a987-4787583cd0e0/ENCFF954REE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth		
ENCFF851YWJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DNO	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										KAT2A-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF495LKP/, /files/ENCFF658PBP/, /files/ENCFF117AZM/	453416372	ENCODE Processing Pipeline	4cb6afbed12722e4546fe31aadfa3d6e		https://www.encodeproject.org/files/ENCFF851YWJ/@@download/ENCFF851YWJ.bigWig				released	s3://encode-public/2020/12/27/39194ce2-1966-44d0-842c-7e10aa957400/ENCFF851YWJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/39194ce2-1966-44d0-842c-7e10aa957400/ENCFF851YWJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth	control insufficient read depth	
ENCFF464BFV	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DNO	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										KAT2A-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF333PDI/	75744	ENCODE Processing Pipeline	c2618e7eb0c0df77c83dda818ed33c3b		https://www.encodeproject.org/files/ENCFF464BFV/@@download/ENCFF464BFV.bigBed				released	s3://encode-public/2020/12/27/6594b3ee-7359-43f3-bef5-b0f148a664b7/ENCFF464BFV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/6594b3ee-7359-43f3-bef5-b0f148a664b7/ENCFF464BFV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth	control insufficient read depth	
ENCFF333PDI	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DNO	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										KAT2A-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF495LKP/, /files/ENCFF356LFX/, /files/ENCFF658PBP/, /files/ENCFF117AZM/	2807	ENCODE Processing Pipeline	8e24be37bdeb76eea8deb3cb38013683		https://www.encodeproject.org/files/ENCFF333PDI/@@download/ENCFF333PDI.bed.gz				released	s3://encode-public/2020/12/27/6abefc4f-6f80-4c40-a227-76b36721df99/ENCFF333PDI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/6abefc4f-6f80-4c40-a227-76b36721df99/ENCFF333PDI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read length, low read depth	control insufficient read depth	
ENCFF063QHK	bigWig	bigWig		signal p-value	GRCh38	ENCSR016UEH	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										TARDBP-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF776NRF/, /files/ENCFF612NNB/, /files/ENCFF707WGY/, /files/ENCFF923QPK/	853356803	ENCODE Processing Pipeline	36f7cabba17ffa0f10a48b4e3b92d43f		https://www.encodeproject.org/files/ENCFF063QHK/@@download/ENCFF063QHK.bigWig				released	s3://encode-public/2021/02/04/422e4d39-7ee2-4115-ad33-fc46aff14829/ENCFF063QHK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/422e4d39-7ee2-4115-ad33-fc46aff14829/ENCFF063QHK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance		
ENCFF701YIT	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR016UEH	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										TARDBP-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF847AAV/	272134	ENCODE Processing Pipeline	522409b26f75ed95bf616a5179e7a34a		https://www.encodeproject.org/files/ENCFF701YIT/@@download/ENCFF701YIT.bigBed				released	s3://encode-public/2021/02/04/39fdd091-7a0b-462d-aac5-c199cef0f5b2/ENCFF701YIT.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/39fdd091-7a0b-462d-aac5-c199cef0f5b2/ENCFF701YIT.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance		
ENCFF847AAV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR016UEH	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										TARDBP-human	DNA						2016-11-08	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF612NNB/, /files/ENCFF776NRF/, /files/ENCFF707WGY/, /files/ENCFF923QPK/	119630	ENCODE Processing Pipeline	5c9675915722c346ad5d66a0ad28cab4		https://www.encodeproject.org/files/ENCFF847AAV/@@download/ENCFF847AAV.bed.gz				released	s3://encode-public/2021/02/04/6ef01ae4-08ed-425e-b445-33ba466d572a/ENCFF847AAV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/6ef01ae4-08ed-425e-b445-33ba466d572a/ENCFF847AAV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance		
ENCFF825XTN	bigWig	bigWig		signal p-value	GRCh38	ENCSR680UQE	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF2-human	DNA						2017-02-21	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF377KFK/, /files/ENCFF806BUE/, /files/ENCFF210IIT/, /files/ENCFF232AKP/	1885556890	ENCODE Processing Pipeline	311859edf41a834b1a2f34766b4f51c4		https://www.encodeproject.org/files/ENCFF825XTN/@@download/ENCFF825XTN.bigWig				released	s3://encode-public/2020/12/02/881aa9f2-e730-4b48-bfbd-7e335f3b60d5/ENCFF825XTN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/02/881aa9f2-e730-4b48-bfbd-7e335f3b60d5/ENCFF825XTN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF723ZRN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR680UQE	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF2-human	DNA						2017-02-21	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF210IIT/, /files/ENCFF232AKP/, /files/ENCFF377KFK/, /files/ENCFF806BUE/, /files/ENCFF356LFX/	882139	ENCODE Processing Pipeline	23ae14b94db9a737e2b7954ba880c769		https://www.encodeproject.org/files/ENCFF723ZRN/@@download/ENCFF723ZRN.bed.gz				released	s3://encode-public/2020/12/02/49fb4cf5-1b59-4a1f-bc7e-d4b36ad2b850/ENCFF723ZRN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/02/49fb4cf5-1b59-4a1f-bc7e-d4b36ad2b850/ENCFF723ZRN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF918AID	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR680UQE	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF2-human	DNA						2017-02-21	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF723ZRN/	1891598	ENCODE Processing Pipeline	5333a5bc5f3da559166cf3025efe83c9		https://www.encodeproject.org/files/ENCFF918AID/@@download/ENCFF918AID.bigBed				released	s3://encode-public/2020/12/02/b0544b77-dcee-4c5c-9d46-b1d693e7df69/ENCFF918AID.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/12/02/b0544b77-dcee-4c5c-9d46-b1d693e7df69/ENCFF918AID.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking		
ENCFF803OXW	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AKB	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF355CYX/, /files/ENCFF453EJM/, /files/ENCFF066RCS/, /files/ENCFF850RIE/	360525736	ENCODE Processing Pipeline	20ae0c79ad6ff0db9932a91e7759d5f8		https://www.encodeproject.org/files/ENCFF803OXW/@@download/ENCFF803OXW.bigWig				released	s3://encode-public/2020/10/01/5d44224e-0115-4d99-9d6c-87106c077526/ENCFF803OXW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/01/5d44224e-0115-4d99-9d6c-87106c077526/ENCFF803OXW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, mixed read lengths, control low read depth, low read depth, mild to moderate bottlenecking	insufficient read depth, control insufficient read depth	
ENCFF217EAX	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AKB	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF797SDL/	1145526	ENCODE Processing Pipeline	b138a98f4be50027037bb27f6ee3b238		https://www.encodeproject.org/files/ENCFF217EAX/@@download/ENCFF217EAX.bigBed				released	s3://encode-public/2020/10/01/447c8157-6c8c-4f74-8037-cb8e9937a1d1/ENCFF217EAX.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/01/447c8157-6c8c-4f74-8037-cb8e9937a1d1/ENCFF217EAX.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, mixed read lengths, control low read depth, low read depth, mild to moderate bottlenecking	insufficient read depth, control insufficient read depth	
ENCFF797SDL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AKB	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF453EJM/, /files/ENCFF066RCS/, /files/ENCFF355CYX/, /files/ENCFF356LFX/, /files/ENCFF850RIE/	666961	ENCODE Processing Pipeline	23e1af16bf43b8bcce0e034fd8ab2636		https://www.encodeproject.org/files/ENCFF797SDL/@@download/ENCFF797SDL.bed.gz				released	s3://encode-public/2020/10/01/312ba92e-ab0d-4c1a-b37a-1fe3d3f13f86/ENCFF797SDL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/01/312ba92e-ab0d-4c1a-b37a-1fe3d3f13f86/ENCFF797SDL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, mixed read lengths, control low read depth, low read depth, mild to moderate bottlenecking	insufficient read depth, control insufficient read depth	
ENCFF928ZSR	bigWig	bigWig		signal p-value	GRCh38	ENCSR041XML	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF232AKP/, /files/ENCFF908DFN/, /files/ENCFF377KFK/, /files/ENCFF143EPW/	2134393078	ENCODE Processing Pipeline	0b4f09d00c308b3c301d2a1e8f5723d5		https://www.encodeproject.org/files/ENCFF928ZSR/@@download/ENCFF928ZSR.bigWig				released	s3://encode-public/2020/11/29/ace48c7a-ab21-4738-85f2-c300d9d18406/ENCFF928ZSR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/11/29/ace48c7a-ab21-4738-85f2-c300d9d18406/ENCFF928ZSR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	partially characterized antibody	
ENCFF432PLY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR041XML	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2018-01-26	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF232AKP/, /files/ENCFF377KFK/, /files/ENCFF143EPW/, /files/ENCFF908DFN/, /files/ENCFF356LFX/	326514	ENCODE Processing Pipeline	4a7fb446d6ebbcfe25517ba79f59a6b7		https://www.encodeproject.org/files/ENCFF432PLY/@@download/ENCFF432PLY.bed.gz				released	s3://encode-public/2020/11/29/efee1cb3-2c88-4510-980d-610ba819d01a/ENCFF432PLY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/11/29/efee1cb3-2c88-4510-980d-610ba819d01a/ENCFF432PLY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	partially characterized antibody	
